Gatunek,prob nektaru,Kolor,lwo_zew,lwo_wew,laszo,lasow,p1,p2,mid_dia,szypulka,petal_length,pyl_length,Odl pyl od znam,odl pyl-pl,Dl znam,Dl szyjki,lknp,Nachylenie,volume,concentration,weight
F. uva vulpis,,3,,,,,,,,,19,14,0,1,,,,,,,
F. uva vulpis,,3,,,,,,,,,19,13,0,1.5,,,,,,,
F. uva vulpis,,3,,,,,,,,,19,14,0,1,,,,,,,
F. uva vulpis,,3,,,,,,,,,18,13,0,1,,,,,,,
F. uva vulpis,,3,,,,,14,14,15,42,21,14,0,1,18,11.5,1,,,,
F. uva vulpis,,3,,,,,,,,,20,14,0,1,,,,,,,
F. uva vulpis,,3,,,,,,,,,20,14,0,1,,,,,,,
F. uva vulpis,,3,,,,,,,,,22,14,0,1,,,,,,,
F. uva vulpis,,3,,,,,,,,,21,14,0,1.5,,,,,,,
F. uva vulpis,,3,,,,,,,,,21,14,0,1.5,,,,,,,
F. uva vulpis,,3,,,,,16,16,15.5,47,10,14,0,1.5,18,11,1,,,,
F. uva vulpis,,3,,,,,,,,,18,13.5,0,3.5,,,,,,,
F. uva vulpis,,3,,,,,,,,,17.5,13.5,0,3.5,,,,,,,
F. uva vulpis,,3,,,,,,,,,19,13.5,0,3.5,,,,,,,
F. uva vulpis,,3,,,,,,,,,19,12.5,0,3.5,,,,,,,
F. uva vulpis,,3,,,,,,,,,19,12.5,0,2.5,,,,,,,
F. uva vulpis,,3,,,,,19,18,19,45,24,12.5,2.1,2.2,21,14,1,,,,
F. uva vulpis,,3,,,,,,,,,24,16,2.1,2.2,,,,,,,
F. uva vulpis,,3,,,,,,,,,24,16,1.5,2,,,,,,,
F. uva vulpis,,3,,,,,,,,,23,16,1.9,2.5,,,,,,,
F. uva vulpis,,3,,,,,,,,,23,16,2,3,,,,,,,
F. uva vulpis,,3,,,,,,,,,23.5,16,1,3,,,,,,,
F. uva vulpis,,3,,,,,16,16,17.5,61,26,16,0,3,23,14,1,,,,
F. uva vulpis,,3,,,,,,,,,26,16,0,1.5,,,,,,,
F. uva vulpis,,3,,,,,,,,,25,16,0,1.5,,,,,,,
F. uva vulpis,,3,,,,,,,,,24.5,16,0,1,,,,,,,
F. uva vulpis,,3,,,,,,,,,24.5,15,0,2.5,,,,,,,
F. uva vulpis,,3,,,,,,,,,24.5,15,0,2,,,,,,,
F. uva vulpis,,3,,,,,,,,31,19,15,0,2,,,11,,,,
F. uva vulpis,,3,,,,,,,,,18,11,0,2,,,,,,,
F. uva vulpis,,3,,,,,,,,,19,11,0,0,,,,,,,
F. uva vulpis,,3,,,,,,,,,16,11,0,0,,,,,,,
F. uva vulpis,,3,,,,,,,,,17,11,0,0,,,,,,,
F. uva vulpis,,3,,,,,,,,,17,11,,0,,,,,,,
F. uva vulpis,,3,,,,,,,,,19,12,,0,,,,,,,
F. uva vulpis,,3,,,,,,,,,1,12,,,,,,,,,
F. uva vulpis,,3,,,,,,,,,18,12,,,,,,,,,
F. uva vulpis,,3,,,,,,,,,15,12,,,,,,,,,
F. uva vulpis,,3,,,,,,,,,15,14,,,,,,,,,
F. uva vulpis,,3,,,,,,,,,15,13,,,,,,,,,
F. verticilliata,,4,,7,3,,52,46,30,17,15,13,2.7,5,8,4,2,55,0.6,,
F. verticilliata,,4,,,9,,,,,,15,13,1.6,6,,,,,,,
F. verticilliata,,4,,,3,,,,,,15,14,2.4,9,,,,,,,
F. verticilliata,,4,,,9,,,,,,15,14,1.2,5,,,,,,,
F. verticilliata,,4,,,,,,,,,13,13,1.7,6,,,,,,,
F. verticilliata,,4,,,,,,,,,15,,2,9,,,,,,,
F. verticilliata,,4,,,,,23,34,26,10,16,15,2.5,6,10,4,3,90,,,
F. verticilliata,,4,,,,,,,,,17,11,3,5,,,,,,,
F. verticilliata,,4,,,,,,,,,17,12,3,6,,,,,,,
F. verticilliata,,4,,,,,,,,,15,,5,8,,,,,,,
F. verticilliata,,4,,,,,,,,,16,,5,7,,,,,,,
F. verticilliata,,4,,,,,38,38,28,12,15,12,3,6,6,2,3,,,,
F. verticilliata,,4,,,,,,,,,15,13,4,8,,,,,,,
F. verticilliata,,4,,,,,,,,,14,13,2,9,,,,,,,
F. verticilliata,,4,,,,,,,,,14,13,3,8,,,,,,,
F. verticilliata,,4,,,,,,,,,15,13,4,7,,,,,,,
F. verticilliata,,4,,,,,,,,,14,13,8,7,,,,,,,
F. verticilliata,,4,,,,,55,48,27,15,15,14,0.2,4,,,1,,,,
F. verticilliata,,4,,,,,,,,,17,14,0.3,12,,,,,,,
F. verticilliata,,4,,,,,,,,,16,14,0,15,,,,,,,
F. verticilliata,,4,,,,,,,,,17,14,0.4,12,,,,,,,
F. verticilliata,,4,,,,,,,,,17,14,0.8,13,,,,,,,
F. verticilliata,,4,,,,,,,,,16,14,0,14,,,,,,,
F. verticilliata,,4,,,,,55,57,30,12,10,12,,8,,,2,,,,
F. verticilliata,,4,,,,,,,,,,12,,18,,,,,,,
F. verticilliata,,4,,,,,,,,,,12,,19,,,,,,,
F. verticilliata,,4,,,,,,,,,,12,,17,,,,,,,
F. verticilliata,,4,,,,,,,,,,13,,18,,,,,,,
F. verticilliata,,4,,,,,,,,,,11,,14,,,,,,,
F. verticilliata,,4,,,,,,,,,,,,19,,,,,,,
F. whitallii,,1,11,,14,13,31.19,32.7,21.47,66.27,35.28,16.33,2.19,10.61,21.93,12.37,1,85,15,40,0.0854
F. whitallii,,1,,,11,26,,,,,35.12,17.29,1.72,6.82,,,,,11,56.75,0.00996
F. whitallii,,1,,,15,6,,,,,34.85,17.8,2.61,8.62,,,,,9,48.5,0.01081
F. whitallii,,1,,,,,,,,,33.94,16.64,1.77,6.99,,,,,19,58.25,0.02489
F. whitallii,,1,,,,,,,,,33.94,16.6,2.68,6.18,,,,,,,
F. whitallii,,1,,,,,,,,,33.94,18.04,2.69,6.12,,,,,,,
F. whitallii,,1,,,,,28.46,26.98,26.98,37.17,29.5,16.94,2.21,7.01,24.05,17.95,2,85,,,
F. whitallii,,1,,,,,,,,,29.55,17.85,0.91,9.59,,,,,,,
F. whitallii,,1,,,,,,,,,30.87,16.78,1.23,7.7,,,,,,,
F. whitallii,,1,,,,,,,,,28.24,18.17,2.59,7.66,,,,,,,
F. whitallii,,1,,,,,,,,,28.11,18.17,1.21,6.64,,,,,,,
F. whitallii,,1,,,,,,,,,28.78,,0.51,8.01,,,,,,,
F. whitallii,,1,,,,,34.58,32.47,24.49,36.78,28.32,19.78,0.86,6.85,25.23,15.48,2,85,,,
F. whitallii,,1,,,,,,,,,27.68,19.22,1.64,8.83,,,,,,,
F. whitallii,,1,,,,,,,,,27.76,17.96,0.88,9.55,,,,,,,
F. whitallii,,1,,,,,,,,,29,18.98,0.9,8.45,,,,,,,
F. whitallii,,1,,,,,,,,,28.57,18.07,1.06,7.63,,,,,,,
F. whitallii,,1,,,,,,,,,28.57,19.5,1.62,6.92,,,,,,,
F. recurva,,,,,,,,,,,,,,,,,,,115,25.5,0.03665
F. recurva,,,,,,,,,,,,,,,,,,,40,21,0.31657
F. recurva,,,,,,,,,,,,,,,,,,,76,20,0.35284
F. recurva,,,,,,,,,,,,,,,,,,,71,23,0.34748
F. recurva,,,,,,,,,,,,,,,,,,,42,22.5,0.3082
F. recurva,,,,,,,,,,,,,,,,,,,46,33,0.2739
F. recurva,,,,,,,,,,,,,,,,,,,52,49.5,0.982
F. recurva,,,,,,,,,,,,,,,,,,,49,35,0.507
F. recurva,,,,,,,,,,,,,,,,,,,71,20.5,0.1154
F. recurva,,,,,,,,,,,,,,,,,,,50,27,0.2682
F. recurva,,,,,,,,,,,,,,,,,,,,,
F. recurva,,,,,,,,,,,,,,,,,,,,,
F. recurva,,,,,,,,,,,,,,,,,,,31,47,0.1505
F. recurva,,,,,,,,,,,,,,,,,,,36,41.5,0.1602
F. recurva,,,,,,,,,,,,,,,,,,,22,42.5,0.93
F. recurva,,,,,,,,,,,,,,,,,,,42,31.5,0.2056
F. recurva,,,,,,,,,,,,,,,,,,,44.5,40,0.1956
F. recurva,,,,,,,,,,,,,,,,,,,39,47.5,0.47
F. recurva,,,,,,,,,,,,,,,,,,,39,32.5,
F. recurva,,,,,,,,,,,,,,,,,,,55,36,0.1925
F. recurva,,,,,,,,,,,,,,,,,,,41.5,38.5,0.718
F. recurva,,,,,,,,,,,,,,,,,,,44,40,0.989
F. recurva,,,,,,,41.94,38.04,10.65,18.05,35.64,27.2,1.25,3.06,28.27,17.12,,20,43,50,0.746
F. recurva,,,,,,,,,,,35.4,26.68,2.26,2.37,,,,,33,17,0.151
F. recurva,,,,,,,,,,,37.62,27.88,2.27,1.03,,,,,45.5,43.5,0.889
F. recurva,,,,,,,,,,,34.81,26.55,0,1.02,,,,,41,27,0.1355
F. recurva,,,,,,,,,,,36.6,27.62,0,0,,,,,62,15,0.4159
F. gentneri,,,,,,,,,,,35.88,25.43,0,0,,,,,51,11,0.2642
F. gentneri,,,,,,,,,,,,,,,,,,,33,37,0.875
F. gentneri,,,,,,,,,,,,,,,,,,,37,51,0.79
F. gentneri,,,,,,,,,,,,,,,,,,,28,52.5,0.21022
F. gentneri,,,,,,,,,,,,,,,,,,,,,
F. gentneri,,,,,,,,,,,,,,,,,,,,,
F. gentneri,,,,,,,,,,,,,,,,,,,,,
F. gentneri,,,,,,,,,,,,,,,,,,,,,
F. gentneri,,,,,,,,,,,,,,,,,,,,,
F. gentneri,,,,,,,35.08,31.2,11.36,16.61,31.65,32.22,5.08,1.31,26.77,17.4,,22,,59.25,0.01045
F. gentneri,,,,,,,,,,,34.48,29.01,1.25,1.64,,,,,,,
F. gentneri,,,,,,,,,,,33.69,28.04,1.25,2.37,,,,,,,
F. gentneri,,,,,,,,,,,32.67,28.89,3.12,4.19,,,,,,,
F. gentneri,,,,,,,,,,,32.94,25.56,4.4,2.37,,,,,,,
F. gentneri,,,,,,,,,,,34.93,25.8,0,2.37,,,,,,,
F. gentneri,,,,,,,41.94,38.04,10.65,18.05,35.64,27.2,1.25,3.06,28.27,17.12,,20,28,52.5,0.21022
F. gentneri,,,,,,,,,,,35.4,26.68,2.26,2.37,,,,,,,
F. gentneri,,,,,,,,,,,37.62,27.88,2.27,1.03,,,,,,,
F. gentneri,,,,,,,,,,,34.81,26.55,0,1.02,,,,,,,
F. gentneri,,,,,,,,,,,36.6,27.62,0,0,,,,,,,
F. gentneri,,,,,,,,,,,35.88,25.43,0,0,,,,,,,
F. gentneri,,,,,,,35.08,31.2,11.36,16.61,31.65,32.22,5.08,1.31,26.77,17.4,,22,,59.25,0.01045
F. gentneri,,,,,,,,,,,34.48,29.01,1.25,1.64,,,,,,,
F. gentneri,,,,,,,,,,,33.69,28.04,1.25,2.37,,,,,,,
F. gentneri,,,,,,,,,,,32.67,28.89,3.12,4.19,,,,,,,
F. gentneri,,,,,,,,,,,32.94,25.56,4.4,2.37,,,,,,,
F. gentneri,,,,,,,,,,,34.93,25.8,0,2.37,,,,,,,
F. gentneri,,,,,,,28.25,26.94,9.76,26.93,33.71,28.74,2.33,1.46,24.36,16.73,,45,17,53.5,0.01422
F. gentneri,,,,,,,,,,,30.7,28.31,2.33,1.25,,,,,,,
F. gentneri,,,,,,,,,,,31.69,27.16,3.46,0,,,,,,,
F. gentneri,,,,,,,,,,,30.31,28.72,4.6,0,,,,,,,
F. gentneri,,,,,,,,,,,32.87,27.12,4.6,0,,,,,,,
F. gentneri,,,,,,,,,,,32.86,26.97,0,0,,,,,,,
F. gentneri,,,,,,,4.2,37.71,17.59,20.38,34.43,24.92,4.06,1.15,29.01,19.58,,23,10,51.75,0.0221
F. gentneri,,,,,,,,,,,34.24,25.88,4.06,2.96,,,,,,,
F. gentneri,,,,,,,,,,,34.19,25.88,3.31,9.71,,,,,,,
F. gentneri,,,,,,,,,,,31.66,25.88,5.05,9.71,,,,,,,
F. gentneri,,,,,,,,,,,30.83,25.02,6.03,9.71,,,,,,,
F. gentneri,,,,,,,,,,,31.59,25.02,3.33,9.71,,,,,,,
F. gentneri,,,,,,,26.03,29.74,8.47,13.76,31.66,24.98,brak,2.65,,,,20,3.9,74.75,0.00378
F. gentneri,,,,,,,,,,,33.31,24.98,,3.57,,,,,,,
F. gentneri,,,,,,,,,,,30.7,24.98,,5.01,,,,,,,
F. gentneri,,,,,,,,,,,29.35,24.98,,0,,,,,,,
F. gentneri,,,,,,,,,,,30.85,24.98,,0,,,,,,,
F. gentneri,,,,,,,,,,,30.66,24.98,,0,,,,,,,
F. gentneri,,,,,,,36.74,32.91,8.22,13.8,28.1,23.15,brak,1.97,,,,45,,1 nektarnik ,
F. gentneri,,,,,,,,,,,29.88,22.73,,1.97,,,,,,,
F. gentneri,,,,,,,,,,,25.93,24.4,,2.69,,,,,,,
F. gentneri,,,,,,,,,,,29.05,24.4,,0,,,,,,,
F. gentneri,,,,,,,,,,,27.81,24.4,,3.78,,,,,,,
F. gentneri,,,,,,,,,,,29.48,24.4,,1.6,,,,,,,
F. gentneri,,,,,,,32.55,32.32,9.59,11.27,28.38,21.37,brak,6.18,,,,20,,,
F. gentneri,,,,,,,,,,,26.92,24.57,,7.11,,,,,,,
F. gentneri,,,,,,,,,,,28.32,24.57,,6.72,,,,,,,
F. gentneri,,,,,,,,,,,26.67,24.57,,7.67,,,,,,,
F. gentneri,,,,,,,,,,,26.92,24.57,,7.67,,,,,,,
F. gentneri,,,,,,,,,,,26.91,24.57,,3.09,,,,,,,
F. gentneri,,,,,,,24.74,21.19,6.42,10.64,25.45,20.22,brak,5.07,,,,55,,,
F. gentneri,,,,,,,,,,,26.59,20.22,,0.84,,,,,,,
F. gentneri,,,,,,,,,,,24.85,20.22,,0,,,,,,,
F. gentneri,,,,,,,,,,,25.56,20.22,,0,,,,,,,
F. gentneri,,,,,,,,,,,25.67,20.22,,0,,,,,,,
F. gentneri,,,,,,,,,,,25.67,20.22,,0,,,,,,,
F. gentneri,,,,,,,,,,,,,,,,,,110,,,
F. gentneri,,,,,,,,,,,,,,,,,,,12,67.5,0.6221
F. gentneri,,,,,,,,,,,,,,,,,,,6,67.75,0.01478
F. gentneri,,,,,,,,,,,,,,,,,,,10,72,0.00633
F. gentneri,,,,,,,,,,,,,,,,,,,0.6,62.5,15291.84867
F. gentneri,,,,,,,20.36,17.41,7.75,20.75,,,,,,,,45,,,0
F. gentneri,,,,,,,20.36,17.41,7.75,20.75,26.90,22.61,0,1.55,20.93,20.95,,45,9,70,0.01297
F. gentneri,,,,,,,,,,,26.90,22.60,0,1.55,,,,,,,
F. gentneri,,,,,,,,,,,27.93,22.61,0,0,,,,,,,
F. gentneri,,,,,,,,,,,26.76,22.62,0,0,,,,,,,
F. gentneri,,,,,,,,,,,26.54,22.63,0,0,,,,,,,
F. gentneri,,,,,,,,,,,26.63,22.61,0,0,,,,,,,
F. gentneri,,,,,,,17.00,15.97,7.85,16.52,23.49,21.74,0,1.58,22.97,,,40,7.9,72,0.00588
F. gentneri,,,,,,,,,,,24.78,20.30,0,0,,,,,,,
F. gentneri,,,,,,,,,,,26.54,19.79,0,0,,,,,,,
F. gentneri,,,,,,,,,,,24.97,19.79,0,1.41,,,,,,,
F. gentneri,,,,,,,,,,,24.37,19.79,0,1.51,,,,,,,
F. gentneri,,,,,,,,,,,24.52,19.79,0,1.51,,,,,,,
F. gentneri,,,,,,,20.46,15.69,8.08,13.98,25.31,18.59,0,2.01,0,0,,40,3.2,76,0.00351
F. gentneri,,,,,,,,,,,24.71,18.59,0,1.32,,,,,,,
F. gentneri,,,,,,,,,,,23.84,18.59,0,1.35,,,,,,,
F. gentneri,,,,,,,,,,,22.77,18.59,0,1.50,,,,,,,
F. gentneri,,,,,,,,,,,23.73,18.10,0,1.05,,,,,,,
F. gentneri,,,,,,,,,,,23.72,18.11,0,1.06,,,,,,,
F. gentneri,,,,,,,17.17,16.19,7.16,12.98,22.94,19.29,0,1.13,0,0,,35,1.3,78,0.0009
F. gentneri,,,,,,,,,,,22.95,18.46,0,2.46,,,,,,,
F. gentneri,,,,,,,,,,,22.98,19.52,0,2.46,,,,,,,
F. gentneri,,,,,,,,,,,21.99,19.08,0,0,,,,,,,
F. gentneri,,,,,,,,,,,22.13,19.22,0,0,,,,,,,
F. gentneri,,,,,,,,,,,22.13,19.21,0,0,,,,,,,
F. gentneri,,,,,,,14.85,19.82,6.73,7.68,20.98,20.27,0,2.36,0,0,,35,,,
F. gentneri,,,,,,,,,,,21.31,16.72,0,2.36,,,,,,,
F. gentneri,,,,,,,,,,,21.31,17.41,0,2.04,,,,,,,
F. gentneri,,,,,,,,,,,20.77,16.93,0,0.80,,,,,,,
F. gentneri,,,,,,,,,,,21.20,17.70,0,1.75,,,,,,,
F. gentneri,,,,,,,,,,,22.16,17.70,0,0.57,,,,,,,
